"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 27 17:07:46 IST 2025","Mon Oct 27 17:07:48 IST 2025","2084","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.Charge.CreateRefundPaymentTests","com.externalAPIs.tests.Charge.CreateRefundPaymentTests","createRefundPayment","createRefundPayment","Ensures refunds are processed successfully by linking them to previous ACH charge transactions."
"passed","Mon Oct 27 17:07:40 IST 2025","Mon Oct 27 17:07:42 IST 2025","2066","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreateTerminalTests","com.externalAPIs.tests.common.CreateTerminalTests","createTerminal","createTerminal","Validates creation of a new terminal with unique terminal number and linked processor details dynamically."
"passed","Mon Oct 27 17:07:26 IST 2025","Mon Oct 27 17:07:28 IST 2025","2460","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreatePaymentSessionConsumerTests","com.externalAPIs.tests.common.CreatePaymentSessionConsumerTests","createPaymentSessionConsumer","createPaymentSessionConsumer","Validates creation of a payment session consumer and ensures response structure and status validation."
"passed","Mon Oct 27 17:07:20 IST 2025","Mon Oct 27 17:07:23 IST 2025","2329","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreateMerchantTests","com.externalAPIs.tests.common.CreateMerchantTests","createMerchant","createMerchant","Verifies merchant creation flow, validates response schema and ensures data persistence for update APIs."
"passed","Mon Oct 27 17:07:16 IST 2025","Mon Oct 27 17:07:20 IST 2025","3710","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreateCompanyTests","com.externalAPIs.tests.common.CreateCompanyTests","createCompany","createCompany","Verifies that a company can be created successfully, including validation for all HTTP responses."
"passed","Mon Oct 27 17:06:59 IST 2025","Mon Oct 27 17:07:01 IST 2025","2397","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.auth.Secure_TokenTests","com.externalAPIs.tests.auth.Secure_TokenTests","getSecureAuthToken","getSecureAuthToken","Ensures secure OAuth token can be fetched successfully with valid Base64-encoded credentials for downstream API authentication."
"passed","Mon Oct 27 17:07:09 IST 2025","Mon Oct 27 17:07:13 IST 2025","3166","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreateOrganizationTests","com.externalAPIs.tests.common.CreateOrganizationTests","createOrganization","createOrganization","Validates that an organization can be created successfully with valid input data and handles duplicates gracefully."
"passed","Mon Oct 27 17:07:01 IST 2025","Mon Oct 27 17:07:03 IST 2025","1946","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.auth.Glofox_ClientTokenTests","com.externalAPIs.tests.auth.Glofox_ClientTokenTests","getGlofoxClientToken","getGlofoxClientToken","Ensures Glofox OAuth token retrieval using Base64-encoded client credentials and validates token caching."
"passed","Mon Oct 27 17:06:54 IST 2025","Mon Oct 27 17:06:59 IST 2025","4650","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.auth.Authorization_TokenTests","com.externalAPIs.tests.auth.Authorization_TokenTests","getAuthToken","getAuthToken","Ensures valid OAuth access token retrieval from the authorization server using Base64-encoded client credentials."
"passed","Mon Oct 27 17:07:30 IST 2025","Mon Oct 27 17:07:33 IST 2025","2431","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreateClientBankAccountTests","com.externalAPIs.tests.common.CreateClientBankAccountTests","createClientBankAccount","createClientBankAccount","Ensures a client bank account can be linked to an existing client profile with full HTTP status coverage."
"passed","Mon Oct 27 17:07:28 IST 2025","Mon Oct 27 17:07:30 IST 2025","2176","External APIs Test Suite","Authentication and Merchant Flow","com.externalAPIs.tests.common.CreateBankPaymentTokenTests","com.externalAPIs.tests.common.CreateBankPaymentTokenTests","createBankPaymentToken","createBankPaymentToken","Ensures that new bank payment tokens can be created successfully, returning a valid token ID for linking."
